ID,Date,Comp,Round,Venue,Squad,Opponent,Start,xG,PSxG,Body Part,Distance,Minute,Score,Goalkeeper,Assist,GCA1,Type,GCA2,Type,Notes,
78,2021-06-23,UEFA Euro,Group stage,Neutral,Portugal,France,Y*,0.79,0.97,Right Foot,13,31,0-0,Hugo Lloris,,Danilo Pereira,Fouled,Danilo Pereira,Shot,
79,2021-06-19,UEFA Euro,Group stage,Neutral,Portugal,Germany,Y*,0.86,0.93,Left Foot,4,15,0-0,Manuel Neuer,Diogo Jota,Diogo Jota,Pass (Live),Bernardo Silva,Pass (Live),
80,2021-06-15,UEFA Euro,Group stage,Neutral,Portugal,Hungary,Y*,0.67,0.89,Left Foot,6,90+2,2-0,Péter Gulácsi,Rafa Silva,Cristiano Ronaldo,Take-On,Rafa Silva,Pass (Live),
81,2021-06-15,UEFA Euro,Group stage,Neutral,Portugal,Hungary,Y*,0.79,0.99,Right Foot,13,87,1-0,Péter Gulácsi,,Rafa Silva,Fouled,Renato Sanches,Pass (Live),
82,2021-06-09,Friendlies (M),Friendlies (M),Home,Portugal,Israel,Y*,,,,,44,1-0,Ofir Marciano,Bruno Fernandes,,,,,
83,2021-05-15,Serie A,Matchweek 37,Home,Juventus,Inter,Y,0.35,0.42,Right Foot,7,24,0-0,Samir Handanović,,Cristiano Ronaldo,Shot,,,
84,2021-05-12,Serie A,Matchweek 36,Away,Juventus,Sassuolo,Y,0.37,0.55,Left Foot,15,45,1-0,Andrea Consigli,Adrien Rabiot,Cristiano Ronaldo,Take-On,Adrien Rabiot,Pass (Live),
85,2021-05-02,Serie A,Matchweek 34,Away,Juventus,Udinese,Y,0.24,0.52,Head,5,89,1-1,Simone Scuffet,Adrien Rabiot,Adrien Rabiot,Pass (Live),Adrien Rabiot,Take-On,Deflected
86,2021-05-02,Serie A,Matchweek 34,Away,Juventus,Udinese,Y,0.79,0.99,Right Foot,13,83,0-1,Simone Scuffet,,,Fouled,Cristiano Ronaldo,Shot,
87,2021-04-07,Serie A,Matchweek 3,Home,Juventus,Napoli,Y,0.3,0.73,Right Foot,12,13,0-0,Alex Meret,Federico Chiesa,Federico Chiesa,Pass (Live),Federico Chiesa,Take-On,
88,2021-04-03,Serie A,Matchweek 29,Away,Juventus,Torino,Y,0.61,0.97,Head,3,79,1-2,Salvatore Sirigu,Giorgio Chiellini,Giorgio Chiellini,Shot,,,
89,2021-03-30,WCQ,First round,Away,Portugal,Luxembourg,Y*,,,,,51,1-1,Anthony Moris,João Cancelo,,,,,
90,2021-03-14,Serie A,Matchweek 27,Away,Juventus,Cagliari,Y,0.06,0.44,Left Foot,14,32,2-0,Alessio Cragno,Federico Chiesa,Federico Chiesa,Pass (Live),Álvaro Morata,Pass (Live),
91,2021-03-14,Serie A,Matchweek 27,Away,Juventus,Cagliari,Y,0.79,0.97,Right Foot,13,25,1-0,Alessio Cragno,,Cristiano Ronaldo,Fouled,Álvaro Morata,Pass (Live),
92,2021-03-14,Serie A,Matchweek 27,Away,Juventus,Cagliari,Y,0.15,0.16,Head,7,10,0-0,Alessio Cragno,Juan Cuadrado,Juan Cuadrado,Pass (Dead),Cristiano Ronaldo,Shot,
93,2021-03-02,Serie A,Matchweek 25,Home,Juventus,Spezia,Y,0.33,0.76,Left Foot,19,89,2-0,Ivan Provedel,Rodrigo Bentancur,Rodrigo Bentancur,Pass (Live),,,
94,2021-02-27,Serie A,Matchweek 24,Away,Juventus,Hellas Verona,Y,0.32,0.74,Right Foot,14,49,0-0,Marco Silvestri,Federico Chiesa,Federico Chiesa,Pass (Live),Aaron Ramsey,Pass (Live),
95,2021-02-22,Serie A,Matchweek 23,Home,Juventus,Crotone,Y,0.34,0.83,Head,7,45+1,1-0,Alex Cordaz,Aaron Ramsey,Aaron Ramsey,Pass (Live),Cristiano Ronaldo,Shot,
96,2021-02-22,Serie A,Matchweek 23,Home,Juventus,Crotone,Y,0.11,0.18,Head,7,38,0-0,Alex Cordaz,Alex Sandro,Alex Sandro,Pass (Live),Weston McKennie,Pass (Live),
97,2021-02-06,Serie A,Matchweek 21,Home,Juventus,Roma,Y,0.04,0.46,Left Foot,21,13,0-0,Pau López,Álvaro Morata,Álvaro Morata,Pass (Live),Alex Sandro,Pass (Live),
98,2021-02-02,Coppa Italia,Semi-finals,Away,Juventus,Inter,Y,,,,,35,1-1,Samir Handanović,,,,,,
99,2021-02-02,Coppa Italia,Semi-finals,Away,Juventus,Inter,Y,,,,,26,0-1,Samir Handanović,,,,,,
100,2021-01-20,Supercoppa,Supercoppa Italiana,Neutral,Juventus,Napoli,Y,,,,,64,0-0,David Ospina,,,,,,
101,2021-01-10,Serie A,Matchweek 17,Home,Juventus,Sassuolo,Y,0.19,0.13,Right Foot,12,90+2,2-1,Andrea Consigli,Danilo,Danilo,Pass (Live),Wojciech Szczęsny,Pass (Live),
102,2021-01-03,Serie A,Matchweek 15,Home,Juventus,Udinese,Y,0.33,0.92,Left Foot,14,70,2-0,Juan Musso,Rodrigo Bentancur,Rodrigo Bentancur,Pass (Live),Rodrigo Bentancur,Interception,
103,2021-01-03,Serie A,Matchweek 15,Home,Juventus,Udinese,Y,0.06,0.27,Right Foot,13,31,0-0,Juan Musso,Aaron Ramsey,Aaron Ramsey,Tackle,,,
104,2020-12-19,Serie A,Matchweek 13,Away,Juventus,Parma,Y,0.06,0.61,Left Foot,13,48,2-0,Luigi Sepe,Aaron Ramsey,Aaron Ramsey,Pass (Live),Álvaro Morata,Pass (Live),
105,2020-12-19,Serie A,Matchweek 13,Away,Juventus,Parma,Y,0.32,0.81,Head,8,26,1-0,Luigi Sepe,Álvaro Morata,Álvaro Morata,Pass (Live),Matthijs de Ligt,Pass (Live),
106,2020-12-13,Serie A,Matchweek 11,Away,Juventus,Genoa,Y,0.79,0.98,Right Foot,13,89,2-1,Mattia Perin,,Álvaro Morata,Fouled,Álvaro Morata,Shot,
107,2020-12-13,Serie A,Matchweek 11,Away,Juventus,Genoa,Y,0.79,0.82,Right Foot,13,78,1-1,Mattia Perin,,Juan Cuadrado,Fouled,Rodrigo Bentancur,Pass (Live),
108,2020-12-08,Champions Lg,Group stage,Away,Juventus,Barcelona,Y,0.79,0.99,Right Foot,13,52,2-0,Marc-André ter Stegen,,,Fouled,Weston McKennie,Pass (Live),
109,2020-12-08,Champions Lg,Group stage,Away,Juventus,Barcelona,Y,0.79,0.88,Right Foot,13,13,0-0,Marc-André ter Stegen,,Cristiano Ronaldo,Fouled,Juan Cuadrado,Pass (Live),
110,2020-12-02,Champions Lg,Group stage,Home,Juventus,Dynamo Kyiv,Y,0.9,0.95,Right Foot,1,57,1-0,Heorhiy Bushchan,Álvaro Morata,Aaron Ramsey,Pass (Live),Rodrigo Bentancur,Pass (Live),
111,2020-11-24,Champions Lg,Group stage,Home,Juventus,Ferencváros,Y,0.05,0.25,Left Foot,26,35,0-1,Dénes Dibusz,Juan Cuadrado,Cristiano Ronaldo,Take-On,Juan Cuadrado,Pass (Live),
112,2020-11-21,Serie A,Matchweek 8,Home,Juventus,Cagliari,Y,0.41,0.78,Right Foot,4,42,1-0,Alessio Cragno,Merih Demiral,Merih Demiral,Shot,,,Volley
113,2020-11-21,Serie A,Matchweek 8,Home,Juventus,Cagliari,Y,0.05,0.42,Right Foot,15,38,0-0,Alessio Cragno,Álvaro Morata,Álvaro Morata,Pass (Live),Federico Bernardeschi,Pass (Live),
114,2020-11-11,Friendlies (M),Friendlies (M),Home,Portugal,Andorra,N,,,,,85,5-0,Josep Gómes,Mário Rui,,,,,
115,2020-11-08,Serie A,Matchweek 7,Away,Juventus,Lazio,Y,0.71,0.88,Right Foot,4,15,0-0,Pepe Reina,Juan Cuadrado,Juan Cuadrado,Pass (Live),Rodrigo Bentancur,Pass (Live),Volley
116,2020-11-01,Serie A,Matchweek 6,Away,Juventus,Spezia,N,0.79,0.92,Right Foot,13,76,3-1,Ivan Provedel,,Federico Chiesa,Fouled,Federico Chiesa,Take-On,
117,2020-11-01,Serie A,Matchweek 6,Away,Juventus,Spezia,N,0.64,0.82,Right Foot,12,59,1-1,Ivan Provedel,Álvaro Morata,Cristiano Ronaldo,Take-On,Álvaro Morata,Pass (Live),
118,2020-09-27,Serie A,Matchweek 2,Away,Juventus,Roma,Y,0.54,0.86,Head,5,69,1-2,Antonio Mirante,Danilo,Danilo,Pass (Live),Douglas Costa,Pass (Live),
119,2020-09-27,Serie A,Matchweek 2,Away,Juventus,Roma,Y,0.79,0.99,Right Foot,13,44,0-1,Antonio Mirante,,,Fouled,Cristiano Ronaldo,Take-On,
120,2020-09-20,Serie A,Matchweek 1,Home,Juventus,Sampdoria,Y,0.06,0.68,Right Foot,14,88,2-0,Emil Audero,Aaron Ramsey,Aaron Ramsey,Pass (Live),Aaron Ramsey,Take-On,
121,2020-09-08,UEFA Nations League,League A,Away,Portugal,Sweden,Y*,,,,,72,1-0,Robin Olsen,João Félix,,,,,
122,2020-09-08,UEFA Nations League,League A,Away,Portugal,Sweden,Y*,,,,,45+1,0-0,Robin Olsen,,,,,,
123,2020-08-07,Champions Lg,Round of 16,Home,Juventus,Lyon,Y,0.03,0.33,Left Foot,27,60,1-1,Anthony Lopes,Federico Bernardeschi,Federico Bernardeschi,Pass (Live),Miralem Pjanić,Pass (Live),
124,2020-08-07,Champions Lg,Round of 16,Home,Juventus,Lyon,Y,0.79,0.98,Right Foot,13,43,0-1,Anthony Lopes,,,Fouled,Miralem Pjanić,Shot,
125,2020-07-26,Serie A,Matchweek 36,Home,Juventus,Sampdoria,Y,0.07,0.35,Right Foot,16,45+7,0-0,Emil Audero,Miralem Pjanić,Miralem Pjanić,Pass (Dead),Adrien Rabiot,Fouled,Deflected
126,2020-07-20,Serie A,Matchweek 34,Home,Juventus,Lazio,Y,0.6,0.84,Left Foot,8,54,1-0,Thomas Strakosha,Paulo Dybala,Paulo Dybala,Pass (Live),,,
127,2020-07-20,Serie A,Matchweek 34,Home,Juventus,Lazio,Y,0.79,0.99,Right Foot,13,51,0-0,Thomas Strakosha,,,Fouled,Cristiano Ronaldo,Shot,
128,2020-07-11,Serie A,Matchweek 32,Home,Juventus,Atalanta,Y,0.79,0.99,Right Foot,13,90,1-2,Pierluigi Gollini,,,Fouled,Cristiano Ronaldo,Shot,
129,2020-07-11,Serie A,Matchweek 32,Home,Juventus,Atalanta,Y,0.79,0.98,Right Foot,13,55,0-1,Pierluigi Gollini,,,Fouled,Blaise Matuidi,Pass (Live),
130,2020-07-07,Serie A,Matchweek 31,Away,Juventus,Milan,Y,0.29,0.57,Left Foot,17,53,1-0,Gianluigi Donnarumma,Juan Cuadrado,Juan Cuadrado,Pass (Live),Daniele Rugani,Pass (Live),
131,2020-07-04,Serie A,Matchweek 30,Home,Juventus,Torino,Y,0.08,0.43,Right Foot,28,61,2-1,Salvatore Sirigu,,,Fouled,Danilo,Shot,
132,2020-06-30,Serie A,Matchweek 29,Away,Juventus,Genoa,Y,0.02,0.38,Right Foot,31,56,1-0,Mattia Perin,Miralem Pjanić,Miralem Pjanić,Pass (Live),Adrien Rabiot,Pass (Live),
133,2020-06-26,Serie A,Matchweek 28,Home,Juventus,Lecce,Y,0.79,0.89,Right Foot,13,62,1-0,Gabriel,,Cristiano Ronaldo,Fouled,Juan Cuadrado,Pass (Live),
134,2020-06-22,Serie A,Matchweek 27,Away,Juventus,Bologna,Y,0.79,0.9,Right Foot,13,23,0-0,Łukasz Skorupski,,Matthijs de Ligt,Fouled,Mattia De Sciglio,Pass (Live),
135,2020-02-22,Serie A,Matchweek 25,Away,Juventus,SPAL,Y,0.35,0.78,Right Foot,10,39,0-0,Etrit Berisha,Juan Cuadrado,Juan Cuadrado,Pass (Live),Aaron Ramsey,Pass (Live),
136,2020-02-13,Coppa Italia,Semi-finals,Away,Juventus,Milan,Y,,,,,90+1,0-1,Gianluigi Donnarumma,,,,,,
137,2020-02-08,Serie A,Matchweek 23,Away,Juventus,Hellas Verona,Y,0.11,0.43,Right Foot,16,65,0-0,Marco Silvestri,Rodrigo Bentancur,Rodrigo Bentancur,Pass (Live),Cristiano Ronaldo,Pass (Live),
138,2020-02-02,Serie A,Matchweek 22,Home,Juventus,Fiorentina,Y,0.79,1,Right Foot,13,80,1-0,Bartłomiej Drągowski,,Rodrigo Bentancur,Fouled,Rodrigo Bentancur,Take-On,
139,2020-02-02,Serie A,Matchweek 22,Home,Juventus,Fiorentina,Y,0.79,1,Right Foot,13,40,0-0,Bartłomiej Drągowski,,,Fouled,Miralem Pjanić,Shot,
140,2020-01-26,Serie A,Matchweek 21,Away,Juventus,Napoli,Y,0.53,0.88,Right Foot,5,90,0-2,Alex Meret,Rodrigo Bentancur,Rodrigo Bentancur,Pass (Live),Alex Sandro,Pass (Live),Volley
141,2020-01-22,Coppa Italia,Quarter-finals,Home,Juventus,Roma,Y,,,,,26,0-0,Pau López,Gonzalo Higuaín,,,,,
142,2020-01-19,Serie A,Matchweek 20,Home,Juventus,Parma,Y,0.36,0.79,Right Foot,12,58,1-1,Luigi Sepe,Paulo Dybala,Paulo Dybala,Pass (Live),Miralem Pjanić,Pass (Live),
143,2020-01-19,Serie A,Matchweek 20,Home,Juventus,Parma,Y,0.04,0.06,Right Foot,18,43,0-0,Luigi Sepe,Blaise Matuidi,Blaise Matuidi,Pass (Live),Paulo Dybala,Pass (Live),Deflected
144,2020-01-12,Serie A,Matchweek 19,Away,Juventus,Roma,Y,0.79,0.97,Right Foot,13,10,1-0,Pau López,,Paulo Dybala,Fouled,Paulo Dybala,Tackle,
145,2020-01-06,Serie A,Matchweek 18,Home,Juventus,Cagliari,Y,0.31,0.68,Left Foot,8,82,3-0,Robin Olsen,Douglas Costa,Douglas Costa,Pass (Live),,,
146,2020-01-06,Serie A,Matchweek 18,Home,Juventus,Cagliari,Y,0.79,0.99,Right Foot,13,67,1-0,Robin Olsen,,Paulo Dybala,Fouled,Paulo Dybala,Take-On,
147,2020-01-06,Serie A,Matchweek 18,Home,Juventus,Cagliari,Y,0.43,0.42,Right Foot,8,49,0-0,Robin Olsen,,Cristiano Ronaldo,Take-On,Cristiano Ronaldo,Take-On,
